px1,py1,pz1,E1,px2,py2,pz2,E2
14.1,-13.8,-585,585,-14.1,13.8,-28.4,34.6
-32.2,29,-618,620,32.2,-29,-340,343
-10.7,-44.4,6.99,46.2,10.7,44.4,5.22,45.9
-35.8,-15.8,69.5,79.8,35.8,15.8,6.43,39.7
-0.961,-41.3,-2000,2000,0.961,41.3,-808,810
-20.4,-8.82,-104,107,20.4,8.82,-1370,1370
-33.1,-26.5,-340,343,33.1,26.5,-456,458
14.2,-17.9,60.3,64.4,-14.2,17.9,848,848
44.8,8.18,-73,86,-44.8,-8.18,-45.6,64.4
-2.66,13.3,25.4,28.8,2.66,-13.3,-77.3,78.5
19.5,14.3,3.9,24.5,-19.5,-14.3,-129,132
-30.2,-25.7,103,110,30.2,25.7,318,320
-8.03,11.3,-643,643,8.03,-11.3,-13,19
-17.9,-39.3,-942,943,17.9,39.3,-487,489
2.16,-29.1,14.5,32.6,-2.16,29.1,174,176
33.4,13.2,-3.3,36,-33.4,-13.2,-80.8,88.5
26.1,-36.9,-584,586,-26.1,36.9,-871,872
-18.4,-17.7,-1090,1090,18.4,17.7,-106,109
41.3,-17.3,13.6,46.8,-41.3,17.3,5.75,45.2
-31.8,-32.6,-47.7,65.9,31.8,32.6,-26.4,52.7
-30.3,22.9,-452,453,30.3,-22.9,-134,140
-4.56,14.8,10.4,18.6,4.56,-14.8,463,463
37.8,22.7,148,155,-37.8,-22.7,279,283
24.4,-14.2,382,383,-24.4,14.2,3130,3130
-21.6,21.6,114,118,21.6,-21.6,5.51,31.1
-20,-31.1,112,118,20,31.1,440,442
9.94,-37.8,-393,395,-9.94,37.8,-1340,1340
35.2,27.7,-224,229,-35.2,-27.7,-155,162
-40.7,18,13.2,46.4,40.7,-18,50.3,67.2
-11,9.99,-5.88,16,11,-9.99,-465,465
31.5,1.59,24.8,40.2,-31.5,-1.59,194,197
17.2,27.7,-19.7,38.1,-17.2,-27.7,-170,173
-19.2,-23.8,8.11,31.6,19.2,23.8,123,127
-28.4,-36.9,4.84,46.8,28.4,36.9,-6.03,46.9
-7.35,9.28,81.7,82.5,7.35,-9.28,-27,29.5
-19.1,-28.6,276,278,19.1,28.6,59,68.3
28.2,17.9,-773,774,-28.2,-17.9,-143,147
17.1,6.76,-38.4,42.6,-17.1,-6.76,-1020,1020
-24.4,36.6,-35.1,56.3,24.4,-36.6,-75.1,87.1
-38.8,-21.5,-156,162,38.8,21.5,-150,156
7.81,-22.7,914,914,-7.81,22.7,112,115
3.77,26.9,-22.4,35.2,-3.77,-26.9,56.6,62.8
27.4,0.331,-143,145,-27.4,-0.331,-1210,1210
3.13,-5.9,0.632,6.71,-3.13,5.9,-768,768
43.9,0.0116,-141,148,-43.9,-0.0116,-74.9,86.9
24.6,19.7,-186,189,-24.6,-19.7,-1300,1300
-22,-14.3,285,286,22,14.3,64.1,69.3
33.1,-12.2,-348,349,-33.1,12.2,-73.6,81.6
-7.5,-23.9,81.5,85.3,7.5,23.9,-6.93,26
-34.1,-15.6,-196,200,34.1,15.6,-705,706
24.3,-27,14.4,39.1,-24.3,27,-44.7,57.6
37.8,21.1,300,303,-37.8,-21.1,592,594
21.8,36.4,2.4,42.5,-21.8,-36.4,38.3,57.2
16.3,-29.7,90,96.2,-16.3,29.7,5.92,34.4
-8.7,-33.6,848,848,8.7,33.6,183,186
-4.37,-44.9,-259,263,4.37,44.9,-256,260
-36.4,-1.45,-314,316,36.4,1.45,-1270,1270
-0.727,-39.3,-8.18,40.1,0.727,39.3,32.7,51.1
21.4,21.6,22.4,37.8,-21.4,-21.6,210,212
45.3,5.39,55.2,71.6,-45.3,-5.39,50.8,68.2
-22.8,38.8,-801,802,22.8,-38.8,-1190,1190
28.3,-36.3,-937,938,-28.3,36.3,-1140,1150
-33.8,-17.9,-42.4,57.1,33.8,17.9,-171,176
1.38,-9.56,24.1,25.9,-1.38,9.56,-78.1,78.7
-7.14,44.6,-55,71.1,7.14,-44.6,-76.8,89.1
4.78,-49,82.7,96.2,-4.78,49,69.1,84.9
-12.3,-29.9,12.2,34.6,12.3,29.9,137,141
-12.6,17.8,-136,137,12.6,-17.8,3.47,22.1
-45,1.06,252,256,45,-1.06,315,318
-26.3,18.2,-186,189,26.3,-18.2,-23.1,39.4
-14.3,31.1,725,726,14.3,-31.1,133,137
-20.6,-1.74,45.8,50.3,20.6,1.74,879,879
-27,-18.1,-99.8,105,27,18.1,-542,543
7.19,36.4,-342,344,-7.19,-36.4,-1120,1120
-0.704,-33.6,-159,162,0.704,33.6,-23.7,41.1
-19.5,-41.6,392,395,19.5,41.6,377,380
-27,-28.2,-162,166,27,28.2,-45,59.6
24.7,-21.6,-90.5,96.3,-24.7,21.6,-502,503
-18.1,-17.5,418,419,18.1,17.5,35.8,43.8
-23.1,-21.8,12,33.9,23.1,21.8,-62.4,70
40.2,-19.6,-1540,1540,-40.2,19.6,-1160,1160
24.7,-13.7,20.3,34.8,-24.7,13.7,202,204
-27.1,-31.7,110,118,27.1,31.7,278,281
-8.52,2.45,9.5,13,8.52,-2.45,-165,165
-18.5,-8.71,-107,109,18.5,8.71,-1900,1900
25.2,-23.8,-102,108,-25.2,23.8,-500,501
14.2,-1.42,2.81,14.6,-14.2,1.42,342,342
35.9,-25.9,-275,279,-35.9,25.9,-414,417
5.99,1.86,441,441,-5.99,-1.86,-3.17,7.03
-11,-44.5,-243,247,11,44.5,-186,192
23.6,-30.5,-25.2,46.1,-23.6,30.5,-112,118
-29.7,33.4,-451,453,29.7,-33.4,-347,349
-25.9,-7.01,-268,269,25.9,7.01,-22.7,35.2
22.1,37.5,-48.9,65.5,-22.1,-37.5,-24.4,49.9
12.1,4.47,94.4,95.2,-12.1,-4.47,-16.3,20.8
25.6,39.6,-215,220,-25.6,-39.6,-271,275
31.3,-17.2,27.1,44.9,-31.3,17.2,-19.2,40.6
-38.8,-8.94,-64,75.3,38.8,8.94,-204,208
24.5,-24.8,-155,159,-24.5,24.8,-29.6,45.8
-25,10.5,45.1,52.6,25,-10.5,440,441
-0.0052,-23.1,-28.8,37,0.0052,23.1,48.2,53.5
-27.5,7.8,-4.38,28.9,27.5,-7.8,96.3,100
36.8,-24.3,138,145,-36.8,24.3,75.5,87.4
-39.6,-20.7,231,235,39.6,20.7,412,414
-6.74,-21.7,41.4,47.2,6.74,21.7,-38,44.3
50.6,10,-4.74,51.8,-50.6,-10,-6.16,51.9
18.5,-41.3,-1520,1520,-18.5,41.3,-1270,1270
34.6,29.4,58.2,73.8,-34.6,-29.4,78,90.2
5.28,19.3,-3250,3250,-5.28,-19.3,-196,197
-2.76,-44.4,-30.9,54.2,2.76,44.4,-59.8,74.5
37.1,-14.3,410,412,-37.1,14.3,1190,1190
16.2,40.4,-125,132,-16.2,-40.4,-67,79.9
17.7,-14,-51.2,56,-17.7,14,6.71,23.5
-5.12,17,-222,222,5.12,-17,-0.584,17.8
18.2,-20.1,-63.6,69.1,-18.2,20.1,28,39
16.5,-26.3,-633,634,-16.5,26.3,-100,105
-11.8,-37.1,-9.77,40.2,11.8,37.1,41.3,56.8
23.2,-36.8,919,920,-23.2,36.8,1570,1570
45.4,14,12.8,49.2,-45.4,-14,9.29,48.4
5.83,0.547,-455,455,-5.83,-0.547,3,6.58
-24.7,-19,-65.5,72.6,24.7,19,11.8,33.4
-18.6,22.4,-158,160,18.6,-22.4,-9.85,30.7
14.2,6.95,19.7,25.3,-14.2,-6.95,639,639
-12.9,33.5,-122,128,12.9,-33.5,-321,323
20,8.87,45.4,50.4,-20,-8.87,1120,1120
12.6,-11.8,12.7,21.4,-12.6,11.8,446,446
33.3,-24.2,-6.08,41.6,-33.3,24.2,-51.3,65.8
19.8,16.4,23.1,34.5,-19.8,-16.4,324,325
3.14,21,-11.8,24.3,-3.14,-21,130,132
3.32,47.1,954,956,-3.32,-47.1,1390,1390
42.5,8.83,-800,801,-42.5,-8.83,-1540,1540
-7.13,39.2,-207,211,7.13,-39.2,-599,600
-16.7,21.1,82.9,87.2,16.7,-21.1,-9.98,28.7
28.5,-16.5,126,130,-28.5,16.5,23.5,40.5
-6.77,-24.8,-217,219,6.77,24.8,-787,788
9.17,7.69,-21.3,24.4,-9.17,-7.69,76.3,77.2
44,-9.25,-18.3,48.5,-44,9.25,-7.33,45.6
2.53,41.6,76.3,86.9,-2.53,-41.6,169,174
-43.2,-12.4,200,205,43.2,12.4,256,260
2.06,-41.6,141,147,-2.06,41.6,65.1,77.3
-34.1,19.3,-43.5,58.5,34.1,-19.3,11.9,41
-18.7,36.7,-321,323,18.7,-36.7,-579,580
27.3,-22.1,-64.5,73.4,-27.3,22.1,-256,258
-33.4,-6.7,726,727,33.4,6.7,142,146
-14,7.43,37,40.3,14,-7.43,-48.2,50.7
-18.1,-41.1,-127,135,18.1,41.1,-18,48.3
2.69,-40.1,571,572,-2.69,40.1,196,200
-17,-41.3,301,304,17,41.3,421,423
39.1,-14.1,17.4,45.1,-39.1,14.1,67.8,79.5
17.5,-39.3,161,167,-17.5,39.3,380,383
-22.5,22.7,334,336,22.5,-22.7,47,56.9
43,14.7,-128,136,-43,-14.7,-172,178
31.9,9.2,-694,695,-31.9,-9.2,-142,146
19.2,-1.04,-74.9,77.3,-19.2,1.04,20.9,28.4
-1.07,-30.4,-136,140,1.07,30.4,-8.28,31.5
-7.14,33.2,-38,50.9,7.14,-33.2,-196,199
13.7,42.3,121,129,-13.7,-42.3,112,121
20.8,-21.8,86.1,91.2,-20.8,21.8,557,558
-33.4,11.6,1130,1130,33.4,-11.6,244,247
46.6,-16,-238,243,-46.6,16,-805,806
-18.8,41.4,-47,65.5,18.8,-41.4,-48,66.1
-28.8,20.6,2590,2590,28.8,-20.6,602,603
8.71,23.7,-325,326,-8.71,-23.7,-25,35.5
-42.3,6.93,666,668,42.3,-6.93,319,322
-27,13.1,119,123,27,-13.1,-0.56,30
14.4,42.1,409,411,-14.4,-42.1,659,660
-7.99,42.4,-1300,1300,7.99,-42.4,-2030,2030
11.8,42,71.2,83.5,-11.8,-42,80.7,91.7
27.8,39.6,802,803,-27.8,-39.6,1680,1680
-21.8,-44.6,-394,397,21.8,44.6,-406,409
44.6,4.65,-54.1,70.3,-44.6,-4.65,-62.4,76.9
-32.6,14.3,-11.6,37.4,32.6,-14.3,47,58.9
-0.317,7.9,172,172,0.317,-7.9,-13.6,15.8
-14.2,5.08,69,70.6,14.2,-5.08,-17.5,23.1
-15.7,25.8,-244,246,15.7,-25.8,-35.8,46.8
36.5,-24,-1810,1810,-36.5,24,-1080,1080
-12.1,28,169,172,12.1,-28,16.1,34.4
-5,34.2,-35.6,49.6,5,-34.2,25,42.6
-9.62,23.3,1950,1950,9.62,-23.3,174,175
-40.3,-3.62,2020,2020,40.3,3.62,684,685
-9.86,-43.4,1.48,44.5,9.86,43.4,-10.4,45.7
-10.5,-44.3,-2.41,45.6,10.5,44.3,-11.7,47
39.5,17.8,19,47.3,-39.5,-17.8,48.7,65.2
-20,14.9,1540,1540,20,-14.9,127,129
-34.6,23.5,-6.81,42.4,34.6,-23.5,-41.1,58.6
-13.7,41.9,122,130,13.7,-41.9,211,216
5.13,-33.7,29.6,45.1,-5.13,33.7,-31.2,46.2
-6.84,-34.7,-235,238,6.84,34.7,-51.6,62.5
-30.3,-33.6,-63.4,77.9,30.3,33.6,-77.4,89.6
-21.7,11.4,-9.09,26.2,21.7,-11.4,-258,259
18.7,31.5,-110,116,-18.7,-31.5,-16.5,40.2
1.67,19.9,9.7,22.2,-1.67,-19.9,291,292
-2.55,31.8,25.6,40.9,2.55,-31.8,200,202
20.6,41.1,-72.1,85.5,-20.6,-41.1,-51.2,68.8
24.1,12.2,89.2,93.2,-24.1,-12.2,-7.41,28
-27.1,-26.6,232,235,27.1,26.6,61.8,72.5
-17.5,3.83,33.5,38,17.5,-3.83,834,834
-6.15,-31,334,336,6.15,31,50.5,59.6
-29.6,14.6,263,265,29.6,-14.6,44.5,55.4
-9.33,-19.9,35.6,41.8,9.33,19.9,-47.4,52.2
19.1,15.2,52.6,58,-19.1,-15.2,456,456
34.1,2.76,-102,107,-34.1,-2.76,-458,459
-39.1,1.68,-19.9,43.9,39.1,-1.68,-115,122
22.6,31.5,-46.1,60.3,-22.6,-31.5,-167,171
25.7,-26.3,159,163,-25.7,26.3,582,583
-39.6,-23.6,77.3,90,39.6,23.6,79.5,91.9
-43.3,-17,-44.5,64.4,43.3,17,-54.1,71.4
18.1,-0.253,16.1,24.2,-18.1,0.253,493,494
4.68,44.1,-1980,1980,-4.68,-44.1,-2280,2280
-37.8,-1.41,-554,555,37.8,1.41,-2450,2450
15.2,-14.5,322,323,-15.2,14.5,16.8,26.9
22.2,-24.2,458,459,-22.2,24.2,2340,2340
-31.9,-30.9,45.5,63.6,31.9,30.9,55.9,71.4
29.5,-31,-45.5,62.4,-29.5,31,-95.2,104
42.8,7.46,-374,376,-42.8,-7.46,-224,228
-16.9,-15,12.5,25.8,16.9,15,213,214
-23.1,-22.1,-45.5,55.6,23.1,22.1,19.2,37.3
-1.94,13.1,401,401,1.94,-13.1,3.78,13.8
-16.4,1.46,-6.65,17.8,16.4,-1.46,158,159
-17,0.654,836,836,17,-0.654,31.8,36.1
14.7,-10.9,-24.8,30.9,-14.7,10.9,64.4,67
15,17.5,78.2,81.5,-15,-17.5,1200,1200
-9.04,40.6,-191,195,9.04,-40.6,-178,183
0.362,20.6,88.2,90.5,-0.362,-20.6,-19.4,28.3
-20.1,32.7,11.2,40,20.1,-32.7,-36.8,53.2
26.7,-17.7,209,211,-26.7,17.7,27.2,42
-28.8,12.5,400,401,28.8,-12.5,2750,2750
-32.2,21.7,136,141,32.2,-21.7,31.2,49.8
28.8,14.3,12.6,34.5,-28.8,-14.3,-62.2,70
-15.5,35.5,-75.6,85,15.5,-35.5,-14.6,41.4
1.9,-22,309,310,-1.9,22,14,26.1
-5.93,45.4,-1030,1030,5.93,-45.4,-780,781
-13.2,38,276,279,13.2,-38,102,110
-16.3,-22.2,40.5,49,16.3,22.2,378,379
-12.1,-42.9,-53.6,69.7,12.1,42.9,-80,91.6
-3.32,39,-46,60.4,3.32,-39,-115,121
1.6,-18.7,-8.06,20.5,-1.6,18.7,-306,307
-26.6,28.3,-939,939,26.6,-28.3,-284,287
2.83,-44.1,-597,599,-2.83,44.1,-1160,1160
24.7,34.3,-74.9,86,-24.7,-34.3,-21.7,47.5
-0.761,19.2,-24.4,31,0.761,-19.2,-568,568
-15.3,-0.237,393,393,15.3,0.237,7.03,16.8
-31.3,-3.59,-627,628,31.3,3.59,-77.8,83.9
-36.9,-11.3,-25,46,36.9,11.3,26.3,46.7
-22.1,0.219,-14.9,26.7,22.1,-0.219,84.6,87.4
-26,28.1,5.17,38.6,26,-28.1,72.7,82.2
1.08,31.9,5.12,32.3,-1.08,-31.9,108,113
-20.7,-7.25,21.5,30.7,20.7,7.25,343,344
30.7,-0.35,97.6,102,-30.7,0.35,-1.5,30.7
17,41.6,-14.9,47.4,-17,-41.6,-30.3,54.2
-45.4,0.338,3.29,45.5,45.4,-0.338,-44.1,63.3
41.2,-8.24,48.9,64.4,-41.2,8.24,128,135
-41.4,-13.6,-32.6,54.4,41.4,13.6,-29.4,52.5
9.63,44.1,9.47,46.1,-9.63,-44.1,17.6,48.4
43.5,-3.51,-791,793,-43.5,3.51,-768,769
-16.2,26.1,-2250,2260,16.2,-26.1,-344,346
35.2,-22.1,-53.9,68.1,-35.2,22.1,-149,154
25.8,-28.1,707,708,-25.8,28.1,173,177
16.4,-24.5,1.5,29.5,-16.4,24.5,116,119
-20.3,17.1,1540,1540,20.3,-17.1,156,159
-29.2,-6.27,21.6,36.9,29.2,6.27,-44.6,53.7
-4.88,1.94,1090,1090,4.88,-1.94,0.96,5.34
-7.58,-18.5,0.234,20,7.58,18.5,-187,188
-41.8,-15.2,-461,464,41.8,15.2,-270,273
-29.7,29.7,162,168,29.7,-29.7,312,315
-7.1,26.6,-29.4,40.3,7.1,-26.6,-304,305
8.41,-1.36,974,974,-8.41,1.36,7.85,11.6
-12.8,0.151,-1410,1410,12.8,-0.151,-27,29.9
-15.1,13.1,-362,362,15.1,-13.1,-14.3,24.6
27.7,-5.81,1430,1430,-27.7,5.81,167,169
-21,25.7,39.7,51.8,21,-25.7,225,227
-2.99,-12.5,8.64,15.5,2.99,12.5,586,586
-3.6,-35.4,240,242,3.6,35.4,1080,1080
-33.1,-24.3,-310,313,33.1,24.3,-759,760
-22,-33.5,48.8,63.1,22,33.5,137,143
-33.8,-14,-251,254,33.8,14,-232,235
-27.1,35.9,533,535,27.1,-35.9,366,369
-36.8,0.899,-51.3,63.1,36.8,-0.899,-35.2,50.9
-1.49,-40.4,107,114,1.49,40.4,30.5,50.6
17.9,-1.08,-146,147,-17.9,1.08,4.61,18.5
12.1,-10.5,105,106,-12.1,10.5,-21.3,26.7
22.5,-4.93,-15.7,27.8,-22.5,4.93,77,80.4
-19.3,-40,-47.3,64.9,19.3,40,-38.5,58.8
-17.3,-39.4,-97.6,107,17.3,39.4,-186,191
22.3,-16.3,-281,282,-22.3,16.3,-24,36.6
27.8,25.1,202,205,-27.8,-25.1,50,62.4
15.4,-41.9,15.8,47.3,-15.4,41.9,42.7,61.7
32.4,15.4,1630,1630,-32.4,-15.4,791,791
-35.1,25.1,-39,58.2,35.1,-25.1,-85.8,96
28.6,2.37,-228,229,-28.6,-2.37,-1810,1810
11.9,-23.1,-2.12,26.1,-11.9,23.1,-22.6,34.4
-14,41.2,6.52,44,14,-41.2,-0.478,43.5
26.2,20.9,616,617,-26.2,-20.9,107,112
-4.06,21.7,461,461,4.06,-21.7,26,34.2
-44.9,-5.27,-10.1,46.3,44.9,5.27,8.62,46
-33.7,-11.3,-29.2,46,33.7,11.3,12.9,37.8
-32.7,19.8,67.9,77.9,32.7,-19.8,4.18,38.5
31.4,0.582,0.0682,31.4,-31.4,-0.582,-97.3,102
-40.1,0.336,-797,798,40.1,-0.336,-2130,2130
33.9,36.6,-717,718,-33.9,-36.6,-1300,1300
18.4,-35.5,-75.5,85.4,-18.4,35.5,-11.3,41.6
-10.7,23.7,2.7,26.2,10.7,-23.7,144,146
30,34.3,-63.8,78.4,-30,-34.3,-37.2,58.9
-24,-4.94,857,857,24,4.94,67,71.4
5.19,-30.2,-962,963,-5.19,30.2,-145,148
43.8,-0.248,-38.2,58.2,-43.8,0.248,-11.8,45.4
-1.37,44.1,239,243,1.37,-44.1,434,436
-0.529,-43.9,193,198,0.529,43.9,111,119
-13.9,-46.9,28.6,56.6,13.9,46.9,106,117
3.42,10.4,-104,105,-3.42,-10.4,17.7,20.8
-10.3,30.3,-455,456,10.3,-30.3,-69.5,76.5
24.2,9.61,-231,232,-24.2,-9.61,-2330,2330
-41.9,-3.05,-85.4,95.2,41.9,3.05,-27.8,50.4
11.6,44.7,-714,716,-11.6,-44.7,-988,989
38.5,13.4,-64.6,76.4,-38.5,-13.4,-178,182
-3.33,-22.6,-48.8,53.9,3.33,22.6,-704,705
-38.5,14.5,-81.1,91,38.5,-14.5,-270,273
-12.4,-19.5,-927,928,12.4,19.5,-138,140
19.3,-5.12,414,415,-19.3,5.12,17.1,26.3
10,1.03,62.3,63.1,-10,-1.03,-31.4,32.9
40.9,12.2,-46.8,63.3,-40.9,-12.2,-10,43.8
-34.6,-19.3,-56.1,68.7,34.6,19.3,-193,197
-33.3,-5.9,2190,2190,33.3,5.9,469,470
-5.14,42.4,-1870,1880,5.14,-42.4,-1650,1650
17.1,3.83,-106,108,-17.1,-3.83,13.9,22.3
-1.44,37.4,-19,41.9,1.44,-37.4,35.5,51.6
-45.8,-4.24,-47.2,65.9,45.8,4.24,-102,112
-14.1,1.55,-18.5,23.3,14.1,-1.55,-804,804
55.4,-2.07,339,344,-55.4,2.07,305,310
-16.9,40.6,1380,1380,16.9,-40.6,2150,2150
20.2,34.3,-173,178,-20.2,-34.3,-466,467
-31.2,-26.8,97.3,106,31.2,26.8,31.4,51.8
27.1,1.41,-92.4,96.3,-27.1,-1.41,-869,870
-25.2,-29.8,225,228,25.2,29.8,63,74.1
12,-4.22,1.36,12.8,-12,4.22,334,334
39.2,-19,-217,221,-39.2,19,-112,121
-31.2,0.773,266,268,31.2,-0.773,37.3,48.6
3.18,-37.8,29.8,48.2,-3.18,37.8,-19.9,42.9
9.62,-37.7,-141,146,-9.62,37.7,-42.4,57.6
1.59,-32.7,101,106,-1.59,32.7,49.6,59.4
-30.2,32,490,492,30.2,-32,257,261
33.1,-12.8,1.22,35.5,-33.1,12.8,-57.1,67.2
-33.9,6.51,36.9,50.5,33.9,-6.51,-21.2,40.5
-33.8,-17.2,-587,588,33.8,17.2,-1400,1400
3.84,-45,-18.9,48.9,-3.84,45,-42,61.7
27.3,22.8,-1270,1270,-27.3,-22.8,-282,284
0.592,-31.6,12.7,34,-0.592,31.6,-55.1,63.5
-26.9,35,881,882,26.9,-35,498,500
-9.25,-31.2,1.29,32.6,9.25,31.2,-84.2,90.3
-40.4,17.6,1050,1060,40.4,-17.6,1240,1240
-13.7,-4.25,224,225,13.7,4.25,-2.86,14.6
10.8,24.4,-55.8,61.9,-10.8,-24.4,23.9,35.8
12.8,19.6,163,165,-12.8,-19.6,1.36,23.4
-1.82,-5.13,-7.01,8.87,1.82,5.13,-2170,2170
-10.1,21.1,25.4,34.6,10.1,-21.1,-57.2,61.8
-35.7,-17.2,-141,147,35.7,17.2,-408,410
-25.8,-21.5,187,190,25.8,21.5,1220,1220
-3.71,6.76,2000,2000,3.71,-6.76,12,14.2
41.2,-0.442,-131,137,-41.2,0.442,-301,303
37.4,23.4,-326,329,-37.4,-23.4,-625,627
29.7,1.42,-6.92,30.6,-29.7,-1.42,86.5,91.4
-2.77,-26.1,-37.3,45.6,2.77,26.1,37.5,45.8
-24.7,21.5,341,343,24.7,-21.5,58.3,66.9
-26.7,7.97,-8.09,29,26.7,-7.97,93.3,97.4
24,3.77,-84.2,87.6,-24,-3.77,-1030,1040
-26.3,25,1040,1050,26.3,-25,242,245
33.1,-1.22,-31.8,46,-33.1,1.22,-220,223
-28.7,22.4,-86.6,93.9,28.7,-22.4,-353,355
-24.5,8.09,-1820,1820,24.5,-8.09,-169,171
-12.9,-37.7,-1170,1170,12.9,37.7,-399,401
4.84,-5.01,-941,941,-4.84,5.01,-3.09,7.62
-11.2,34.9,92.6,99.6,11.2,-34.9,391,392
-31.3,-11.8,-77,83.9,31.3,11.8,-440,441
20.2,30.5,-6.6,37.2,-20.2,-30.5,-80.4,88.4
-27.3,-27.8,-78.6,87.8,27.3,27.8,-107,114
-8.3,-27.2,-166,168,8.3,27.2,-1340,1340
-15.7,22,787,787,15.7,-22,91,95
19.8,-5.92,-21.8,30,-19.8,5.92,73.3,76.1
34.1,-13.6,-22,42.8,-34.1,13.6,-120,126
29.4,33.3,149,155,-29.4,-33.3,218,223
-39.8,26.5,-504,506,39.8,-26.5,-321,325
35.9,-11.4,84.2,92.3,-35.9,11.4,301,304
-8.49,-26,-2.1,27.4,8.49,26,-105,108
21.6,23.5,1710,1710,-21.6,-23.5,244,246
-34.6,-12.8,-25.3,44.8,34.6,12.8,18.3,41.2
10.3,35.5,-1510,1510,-10.3,-35.5,-645,646
40.1,-12.4,198,203,-40.1,12.4,73.9,85
-35.9,19.8,134,140,35.9,-19.8,45.4,61.1
-22.7,-16.2,57.6,64,22.7,16.2,530,531
20.8,-33,56.7,68.8,-20.8,33,1.77,39
-30.2,32.4,-79.3,90.9,30.2,-32.4,-136,143
22.8,25.2,580,581,-22.8,-25.2,2860,2860
-25.7,-37.2,363,366,25.7,37.2,287,291
4.67,11.9,-221,221,-4.67,-11.9,0.786,12.8
5.37,-18,-263,263,-5.37,18,-3.29,19
-15.1,-20.6,-157,159,15.1,20.6,-3.83,25.8
-35,-21.5,503,505,35,21.5,200,204
-16.3,30.3,33.9,48.3,16.3,-30.3,183,186
7.81,-33.2,-267,269,-7.81,33.2,-49.6,60.3
-2.41,12.5,-24.1,27.3,2.41,-12.5,-1280,1280
-23.7,35.1,-101,110,23.7,-35.1,-41,59
41.6,16.7,521,523,-41.6,-16.7,340,343
30.1,-5.68,-3320,3320,-30.1,5.68,-399,400
-32.7,30.1,-1610,1610,32.7,-30.1,-2530,2530
12.1,30.1,-46.8,57,-12.1,-30.1,-291,293
-7,26.1,-58.1,64.1,7,-26.1,22,34.9
-35.8,26.8,-482,484,35.8,-26.8,-776,777
-6.58,6.87,984,984,6.58,-6.87,9.1,13.2
29.1,-19,-551,552,-29.1,19,-2360,2360
3.87,-24.4,-1850,1850,-3.87,24.4,-176,178
41.1,-17.4,1650,1650,-41.1,17.4,1140,1140
-7.81,-37.6,-446,448,7.81,37.6,-130,136
33.5,-31.8,-1900,1900,-33.5,31.8,-1560,1560
-33.1,-15.9,-111,117,33.1,15.9,-16.3,40.1
-21.3,-35.4,89.5,98.6,21.3,35.4,217,221
34.1,-15,307,309,-34.1,15,81.7,89.8
-13.2,25.2,37.2,46.8,13.2,-25.2,429,430
36,-25.8,56.9,72.1,-36,25.8,17,47.5
28.9,25.6,-50.5,63.6,-28.9,-25.6,-184,188
2.81,-45.4,-21.5,50.3,-2.81,45.4,-27.8,53.3
-22,1.67,-46.2,51.1,22,-1.67,-719,719
-14.6,-27.4,-3.77,31.3,14.6,27.4,-108,113
34.2,2.19,169,173,-34.2,-2.19,743,744
3.23,-8.25,-40.5,41.5,-3.23,8.25,45.8,46.7
-28.2,-16.6,-54.9,63.9,28.2,16.6,34.5,47.5
-2.22,23.7,-125,128,2.22,-23.7,0.537,23.8
27.8,1.32,610,611,-27.8,-1.32,65,70.8
27.5,-7.55,72,77.5,-27.5,7.55,619,620
-36,8.37,425,426,36,-8.37,1260,1260
-27.5,36,-17.6,48.6,27.5,-36,-34.4,56.9
10.9,31.8,-38.8,51.4,-10.9,-31.8,29.7,44.9
-40.8,20.5,21.2,50.3,40.8,-20.5,21.4,50.4
3.32,8.45,-476,476,-3.32,-8.45,-0.819,9.11
1.83,-19,43.6,47.6,-1.83,19,834,834
5.86,-40.7,170,175,-5.86,40.7,63.3,75.5
34.7,28.2,33,55.6,-34.7,-28.2,35.1,56.8
34.6,-23.9,-772,773,-34.6,23.9,-356,358
-42.8,1.01,-624,626,42.8,-1.01,-321,324
31,20.3,-51.4,63.4,-31,-20.3,-213,216
-21.2,-10.3,38.7,45.3,21.2,10.3,-36.7,43.6
17.9,-7.64,15.8,25.1,-17.9,7.64,-92.5,94.6
-2.43,-18.5,13.9,23.3,2.43,18.5,421,421
-12.3,20.5,111,113,12.3,-20.5,1570,1570
9.65,45.5,52.8,70.4,-9.65,-45.5,86.3,98.1
0.0433,-30.7,18.9,36,-0.0433,30.7,139,142
-19.6,-0.569,-27.1,33.4,19.6,0.569,57.9,61.1
-22.9,33.3,548,550,22.9,-33.3,193,197
-9.44,-21.3,25.4,34.4,9.44,21.3,391,391
-30,-36.5,60.4,76.7,30,36.5,115,124
-2.12,42.5,245,248,2.12,-42.5,491,493
-32,6.48,-330,332,32,-6.48,-57,65.7
-7.5,7.15,-2.13,10.6,7.5,-7.15,-479,479
20.4,6.25,103,105,-20.4,-6.25,-11.2,24.1
-8.28,3.23,-351,351,8.28,-3.23,1.6,9.03
40.7,18.7,3.69,44.9,-40.7,-18.7,17.9,48.2
-43.7,-9.41,-133,140,43.7,9.41,-83.2,94.5
-14,12.6,4.47,19.4,14,-12.6,-159,160
-3.21,-12,16.6,20.7,3.21,12,982,982
-28.1,7.33,-22.9,37,28.1,-7.33,10.6,30.9
7.87,0.727,-46.2,46.8,-7.87,-0.727,42.3,43
-14.5,-1.17,3.05,14.8,14.5,1.17,312,313
-34.8,-8.63,256,259,34.8,8.63,1110,1110
-42.8,-8.04,-854,855,42.8,8.04,-788,790
