px1,py1,pz1,E1,px2,py2,pz2,E2
29.5,-29.8,1740,1740,-29.5,29.8,803,804
49.4,10.9,-91.2,104,-49.4,-10.9,-36.6,62.4
35.6,2.83,-1.51,35.8,-35.6,-2.83,65.6,74.7
26.9,-27.4,4.43,38.7,-26.9,27.4,-52.3,64.9
-21.4,4.34,-3.09,22,21.4,-4.34,141,143
28.8,26.5,-67.8,78.2,-28.8,-26.5,-5.6,39.5
-31,16.4,-101,107,31,-16.4,-460,461
-15.3,-8.25,-7.11,18.8,15.3,8.25,-214,215
40.1,-9.56,-23.8,47.6,-40.1,9.56,7.02,41.8
-31.5,34.1,17.2,49.5,31.5,-34.1,19.8,50.4
14,41.9,702,704,-14,-41.9,678,680
31.2,-1.07,-133,137,-31.2,1.07,-6.17,31.8
41.3,-16.8,-60.6,75.3,-41.3,16.8,-48.5,65.9
13.7,6.13,18.3,23.7,-13.7,-6.13,333,334
-40.8,-0.0542,219,222,40.8,0.0542,76.4,86.6
47.3,0.892,113,123,-47.3,-0.892,85,97.2
-5.6,-25.4,169,171,5.6,25.4,7.3,27
25.8,-27.4,-215,218,-25.8,27.4,-58.5,69.5
36.6,27.3,-411,413,-36.6,-27.3,-343,346
23.9,5.07,-94.4,97.6,-23.9,-5.07,10.7,26.7
-15.5,-20.5,-15.6,30.1,15.5,20.5,-238,239
-1.94,40.4,87.4,96.3,1.94,-40.4,232,236
38.5,20.8,39.6,59.1,-38.5,-20.8,88.4,98.7
-29.7,-6.62,21.2,37,29.7,6.62,213,215
31.1,-28.7,10.1,43.5,-31.1,28.7,-12.9,44.3
-4.04,-32.1,1530,1530,4.04,32.1,263,265
23.1,-3.92,113,115,-23.1,3.92,1580,1580
17.8,-38.5,142,148,-17.8,38.5,61.7,74.8
11.2,14,264,265,-11.2,-14,3.59,18.3
30.8,-1.06,6.23,31.4,-30.8,1.06,-84.6,90.1
-6.3,8.65,-668,668,6.3,-8.65,-7.8,13.2
33.9,-9.93,71.5,79.8,-33.9,9.93,315,317
-4.47,-6.66,6.63,10.4,4.47,6.66,1090,1090
-3.97,-23.2,-312,313,3.97,23.2,-19.1,30.3
24.2,32.8,517,518,-24.2,-32.8,1170,1170
39.1,1.94,18,43,-39.1,-1.94,-21,44.4
17.1,-2.75,366,366,-17.1,2.75,7.05,18.7
8.94,29.6,9.09,32.2,-8.94,-29.6,-72.4,78.7
22.8,-38.4,-54.1,70.2,-22.8,38.4,-82.5,93.8
37.8,9.7,131,137,-37.8,-9.7,31.8,50.3
49.8,-25.3,234,241,-49.8,25.3,95.3,110
-3.49,16.1,2120,2120,3.49,-16.1,75,76.8
7.07,-9.69,1620,1620,-7.07,9.69,31.4,33.6
20.8,12.9,1140,1140,-20.8,-12.9,96.5,99.5
15.6,28,-5.95,32.7,-15.6,-28,-102,107
-41.7,6.39,546,548,41.7,-6.39,969,969
27.6,-36.5,-118,127,-27.6,36.5,-87.4,98.7
-11.8,44.2,495,497,11.8,-44.2,564,566
-10,-39.9,49.8,64.6,10,39.9,107,114
4.96,8.14,-74,74.6,-4.96,-8.14,26.4,28.1
4.11,24.4,797,797,-4.11,-24.4,78.4,82.2
22.9,-19.2,-42,51.6,-22.9,19.2,-329,330
-33.1,18.3,15.6,41,33.1,-18.3,-28.5,47.4
-43.7,-10.2,440,442,43.7,10.2,454,456
26.1,21.6,-54.8,64.4,-26.1,-21.6,10,35.3
-4.38,34.2,95.9,102,4.38,-34.2,471,473
37.3,-22.5,127,134,-37.3,22.5,45.9,63.3
-10.6,-42.3,31.4,53.7,10.6,42.3,1.54,43.6
13.1,-31.6,-31.3,46.3,-13.1,31.6,-141,145
-40.1,8.05,746,747,40.1,-8.05,1730,1730
-18.6,-41,-30.1,54.2,18.6,41,-10.6,46.3
-23.9,16.9,18,34.4,23.9,-16.9,199,202
-26.1,2.71,-36.5,45,26.1,-2.71,-410,411
-10.2,-43,99.5,109,10.2,43,53.8,69.6
-10.9,11.4,13,20.4,10.9,-11.4,225,225
-4.29,-34,-36.7,50.2,4.29,34,-218,220
19.5,-31.3,533,535,-19.5,31.3,141,146
4.65,-27.8,3.29,28.4,-4.65,27.8,-100,104
10.1,21,1630,1630,-10.1,-21,122,125
32.1,21.8,-525,526,-32.1,-21.8,-160,165
26.8,24.3,294,296,-26.8,-24.3,67,76.1
43.5,-6.57,490,492,-43.5,6.57,275,278
37.3,0.676,-563,565,-37.3,-0.676,-145,150
41.6,-18.1,2.55,45.5,-41.6,18.1,-7.17,46
39.2,-8.7,-22.1,45.8,-39.2,8.7,27.3,48.5
-18,41.4,279,282,18,-41.4,377,380
23.7,-35,2.69,42.4,-23.7,35,36.5,55.8
13,9.04,198,199,-13,-9.04,-2.88,16.1
1.53,-26.1,48,54.7,-1.53,26.1,467,467
-12.2,36.8,-3.76,39,12.2,-36.8,43.6,58.3
-0.179,-44.5,-359,361,0.179,44.5,-515,517
-23,21.3,-701,701,23,-21.3,-91.5,96.8
-1.34,-29.4,20.3,35.8,1.34,29.4,-55.5,62.9
-41.3,-5.71,204,209,41.3,5.71,476,478
16,14.6,125,127,-16,-14.6,1970,1970
-1.39,14.5,78.2,79.5,1.39,-14.5,3060,3060
19.6,-32.9,-227,230,-19.6,32.9,-54.3,66.4
14.7,-5.2,1300,1300,-14.7,5.2,38.5,41.5
-0.239,44.7,11.5,46.1,0.239,-44.7,12.8,46.5
16.1,15.4,-293,294,-16.1,-15.4,-6.26,23.1
-24.1,26,18,39.7,24.1,-26,132,137
4.41,-30.4,-8.73,32,-4.41,30.4,-134,137
-39.6,-21.2,20.5,49.4,39.6,21.2,25.8,51.8
-10.3,43.1,14.3,46.5,10.3,-43.1,-5.98,44.7
-22.9,35.2,557,559,22.9,-35.2,180,184
45,1.26,29.5,53.8,-45,-1.26,50.6,67.7
24.9,37.6,-1430,1430,-24.9,-37.6,-1320,1320
-8.79,27.1,-73.7,79,8.79,-27.1,11,30.6
-37.4,-0.178,17.1,41.2,37.4,0.178,-43.9,57.7
3.48,11.4,10.4,15.8,-3.48,-11.4,744,744
-28.4,20.8,59.4,69,28.4,-20.8,334,336
15.6,37.4,374,376,-15.6,-37.4,986,986
28.6,-32.7,-106,115,-28.6,32.7,-216,220
-29.1,-6.31,113,117,29.1,6.31,825,825
42.1,5.18,40.3,58.5,-42.1,-5.18,120,127
39.4,-1.2,527,529,-39.4,1.2,1600,1600
3.98,19,-86.4,88.6,-3.98,-19,27.1,33.3
-25.7,-14.3,39.3,49.1,25.7,14.3,346,347
-5.34,-45.2,752,753,5.34,45.2,1010,1010
36.6,27.6,363,366,-36.6,-27.6,339,342
41.9,16.5,-210,215,-41.9,-16.5,-145,152
1.01,-14.7,-12,19,-1.01,14.7,-512,512
3.92,-40.9,-449,451,-3.92,40.9,-165,170
-5.69,44.1,-175,181,5.69,-44.1,-115,123
-0.886,-42.1,167,172,0.886,42.1,367,369
-14.5,11.2,-228,228,14.5,-11.2,-2.44,18.5
26,11.3,-2.17,28.5,-26,-11.3,-72.2,77.6
21.9,-14.3,636,637,-21.9,14.3,61.7,67
35,-27.7,-578,580,-35,27.7,-695,696
-4.74,-42,20.5,46.9,4.74,42,-10.3,43.5
13.4,32.3,27.1,44.3,-13.4,-32.3,180,184
-46.8,-11.8,204,209,46.8,11.8,627,629
-38.3,4.82,-85,93.3,38.3,-4.82,-300,303
20.8,-39.5,-40.3,60.2,-20.8,39.5,-111,120
22,19.2,-116,120,-22,-19.2,-3.57,29.4
25.7,30.5,-48.4,62.7,-25.7,-30.5,0.0463,39.9
18.5,-24.1,71,77.2,-18.5,24.1,-12,32.6
23,17.1,106,110,-23,-17.1,-1.28,28.7
-6.88,-1.04,22.6,23.7,6.88,1.04,-85.8,86.1
34.8,0.792,35,49.3,-34.8,-0.792,-26.2,43.5
12.6,29.4,-1.63,32,-12.6,-29.4,91.1,96.6
16.6,-40.8,563,565,-16.6,40.8,828,829
10.5,-37.9,-41.2,57,-10.5,37.9,9,40.3
40,-5.08,-527,529,-40,5.08,-210,214
-21.2,-40,-0.692,45.3,21.2,40,-2.13,45.3
-40.8,4.78,164,169,40.8,-4.78,425,427
15.5,43.1,406,408,-15.5,-43.1,450,452
-10.7,-17.5,-71,73.9,10.7,17.5,-935,935
42.8,13.9,227,232,-42.8,-13.9,174,180
30.4,-30,119,126,-30.4,30,233,237
35.3,-2.59,104,110,-35.3,2.59,420,422
27.1,-1.02,-178,180,-27.1,1.02,-1680,1680
5.52,-38.3,-61.1,72.3,-5.52,38.3,14.1,41.1
-40.3,-19.1,780,781,40.3,19.1,594,596
-40.6,10.6,31.9,52.7,40.6,-10.6,93,102
-30.1,31.8,-399,401,30.1,-31.8,-729,730
8.91,22.7,-2.65,24.5,-8.91,-22.7,125,128
-10.6,43.5,-349,352,10.6,-43.5,-490,493
-34.2,30.5,108,117,34.2,-30.5,99.3,109
43.1,23.2,-640,642,-43.1,-23.2,-741,743
-24.9,30.4,-6.05,39.7,24.9,-30.4,-66,76.8
-17.9,-7.63,35.6,40.6,17.9,7.63,690,691
37.2,24.2,797,798,-37.2,-24.2,515,516
13.1,-14.7,1280,1280,-13.1,14.7,65.2,68.1
16.9,-31,-319,321,-16.9,31,-66.9,75.7
-40.5,-11.4,-19.6,46.4,40.5,11.4,-98.6,107
1.87,-10.8,11,15.5,-1.87,10.8,-144,145
-35.3,-23.8,-19.8,46.9,35.3,23.8,-72.5,84.1
-44.6,-3.39,1060,1060,44.6,3.39,664,666
-25.5,-27.4,-240,243,25.5,27.4,-54.7,66.3
-32.2,29.7,746,747,32.2,-29.7,415,417
-27.6,-34.7,-359,361,27.6,34.7,-607,608
13.1,-8.28,1100,1100,-13.1,8.28,31.6,35.2
11.8,10.1,86.3,87.7,-11.8,-10.1,-20.1,25.4
7.61,26.1,9.18,28.7,-7.61,-26.1,160,162
20.6,-40.9,-9.12,46.7,-20.6,40.9,-16.7,48.7
-4.26,-45,-104,114,4.26,45,-154,160
6.64,-27.5,31.5,42.3,-6.64,27.5,-43.8,52.1
-17.1,-16.7,-63.9,68.2,17.1,16.7,22.8,33
13.9,-25.9,-2100,2100,-13.9,25.9,-322,323
43.5,-18.7,321,324,-43.5,18.7,209,214
-12.4,3.04,48.1,49.8,12.4,-3.04,2370,2370
10.2,8.16,15.1,20,-10.2,-8.16,821,821
18.1,40.6,344,347,-18.1,-40.6,623,625
-24.5,19,310,311,24.5,-19,2000,2000
-12.8,-27.2,-62.9,69.7,12.8,27.2,15.9,34.1
8.03,38.8,-19.4,44.2,-8.03,-38.8,-85.8,94.5
1.4,-38.1,-674,675,-1.4,38.1,-190,193
-24.5,-35.1,25,49.6,24.5,35.1,78,89
9.64,-6.31,24.9,27.4,-9.64,6.31,1640,1640
-32.9,11.5,1290,1290,32.9,-11.5,280,283
-24.7,31.6,-22,45.7,24.7,-31.6,22.6,46
-11.8,27.7,-439,440,11.8,-27.7,-61,68
25.8,37.3,541,543,-25.8,-37.3,491,493
39.7,-20.7,811,812,-39.7,20.7,512,514
4.27,-12.5,28.5,31.4,-4.27,12.5,-67.2,68.5
40.6,-19.3,-48,65.8,-40.6,19.3,-76.4,88.7
8.55,34.7,51.7,62.8,-8.55,-34.7,-48.5,60.3
22.5,-11.4,-1180,1180,-22.5,11.4,-107,110
23.5,-6.51,99.8,103,-23.5,6.51,1170,1180
-8.18,-37.4,39.4,54.9,8.18,37.4,-8.34,39.2
-41.1,-22.8,-62.5,78.2,41.1,22.8,-108,118
-0.667,-20.5,68.1,71.1,0.667,20.5,1250,1250
-5.11,-14.8,-21.4,26.5,5.11,14.8,81.8,83.2
12.1,-43,-125,132,-12.1,43,-63.2,77.4
-41.4,-21.8,-64.8,79.9,41.4,21.8,-103,113
13.6,27.5,3.88,30.9,-13.6,-27.5,-87.7,92.9
-43.6,-8.04,33.3,55.4,43.6,8.04,62.2,76.4
7.68,3.61,1070,1070,-7.68,-3.61,6.88,10.9
-28.1,23.6,43.4,56.8,28.1,-23.6,194,198
-0.0762,8.26,9.55,12.6,0.0762,-8.26,-171,171
26.4,-21.1,597,598,-26.4,21.1,2140,2140
-33.5,29.7,-71.5,84.3,33.5,-29.7,-51.3,68.1
19.4,-9.5,9.72,23.7,-19.4,9.5,-108,110
-4.85,12.9,2110,2110,4.85,-12.9,75.1,76.4
39.9,-17,-900,901,-39.9,17,-1970,1970
45.4,-6.72,-3.28,46,-45.4,6.72,2.58,45.9
30.2,-16.7,53.9,64,-30.2,16.7,-12.6,36.8
12.3,27.3,489,490,-12.3,-27.3,65,71.5
-41.9,14.2,130,138,41.9,-14.2,308,311
-11.4,-6.35,-573,573,11.4,6.35,-8.39,15.5
-13.6,7.52,57.4,59.5,13.6,-7.52,1870,1870
44.6,-2.36,-7.9,45.3,-44.6,2.36,-24.7,51
-29.4,-32.9,-90.5,101,29.4,32.9,-72.4,84.8
25.6,39.3,378,381,-25.6,-39.3,248,253
27.3,-28.3,598,599,-27.3,28.3,180,184
-26.1,-9.92,-211,213,26.1,9.92,-16.4,32.4
-37.9,-1.27,-96,103,37.9,1.27,-364,366
-3.23,-7.45,997,997,3.23,7.45,5.73,9.94
-39.7,18.3,1300,1300,39.7,-18.3,802,803
-1.91,-33.6,555,556,1.91,33.6,90.5,96.6
-2.8,45,123,131,2.8,-45,87.4,98.4
1.19,1.37,-3.95,4.34,-1.19,-1.37,482,482
41.7,18.1,-177,183,-41.7,-18.1,-152,159
-34.7,-27.6,-275,279,34.7,27.6,-222,226
22.4,-22.2,95.2,100,-22.4,22.2,2.32,31.6
24.1,-5.42,-11.7,27.3,-24.1,5.42,-209,211
0.408,-12.4,323,323,-0.408,12.4,-0.234,12.4
29.4,-49.4,-310,316,-29.4,49.4,-612,614
42.4,1.18,224,228,-42.4,-1.18,495,497
-26.8,30.9,-283,286,26.8,-30.9,-699,700
-30.9,4.02,32.7,45.2,30.9,-4.02,242,244
-41.6,-7.55,-31.2,52.6,41.6,7.55,-14.2,44.6
-32.4,7.29,504,505,32.4,-7.29,87.1,93.2
-3.78,-30.7,152,155,3.78,30.7,470,471
39.8,21.8,-96.2,106,-39.8,-21.8,-86.7,97.9
-0.366,-38.5,-210,213,0.366,38.5,-42.2,57.1
-19.4,33,3.01,38.4,19.4,-33,65.6,76
-8.99,43.4,654,656,8.99,-43.4,363,366
1.2,-10.2,28.6,30.4,-1.2,10.2,2230,2230
-31.3,-31.5,21.6,49.4,31.3,31.5,13.9,46.6
28,-8.06,-223,225,-28,8.06,-21.5,36.2
43.2,11.1,-101,111,-43.2,-11.1,-43.2,62.1
7.59,-37.8,-36.4,53,-7.59,37.8,-135,140
-24.1,-34.7,1.89,42.3,24.1,34.7,-15.8,45.1
-15.4,-37.1,227,230,15.4,37.1,678,679
16.3,15.4,9.85,24.5,-16.3,-15.4,-107,110
-15.5,0.0319,-69.1,70.8,15.5,-0.0319,25.2,29.6
-12.9,26.8,109,113,12.9,-26.8,1.58,29.8
-45.1,10.1,-442,444,45.1,-10.1,-323,326
11,7.78,440,440,-11,-7.78,5.56,14.6
-34.5,13.6,104,111,34.5,-13.6,396,398
27.8,30.5,127,134,-27.8,-30.5,48.1,63.4
-14.6,16.3,1190,1190,14.6,-16.3,77.7,80.7
27.2,2.8,179,181,-27.2,-2.8,1740,1740
-17.5,-11.6,45.5,50.1,17.5,11.6,857,857
19.7,19.1,43.2,51.2,-19.7,-19.1,427,428
4.12,34.9,93.4,99.8,-4.12,-34.9,4.87,35.5
-15.5,14.4,-260,261,15.5,-14.4,-3510,3510
15.1,-42.2,-10.8,46.1,-15.1,42.2,12.7,46.5
-33.7,13.3,434,435,33.7,-13.3,92.2,99.1
12.5,42,-560,562,-12.5,-42,-1020,1030
13.4,51.4,543,545,-13.4,-51.4,866,868
23.8,-0.228,-177,178,-23.8,0.228,-4.17,24.2
-39,-8.86,746,748,39,8.86,1830,1830
32.2,14.1,102,108,-32.2,-14.1,11,36.8
3.53,-4.34,85.9,86.1,-3.53,4.34,-25.4,26.1
-6.11,-9.2,13.7,17.6,6.11,9.2,-129,130
-25.3,-11.4,64.4,70.1,25.3,11.4,582,583
-3.9,-15.1,-146,147,3.9,15.1,8.62,17.8
-43.6,2.1,20.2,48.1,43.6,-2.1,45.3,62.9
-7.26,-35.7,443,444,7.26,35.7,1730,1730
21.2,-26.2,-185,188,-21.2,26.2,-937,938
27.8,40,38.8,62.3,-27.8,-40,37.2,61.2
-3.94,-40.2,455,457,3.94,40.2,178,183
2.84,45.6,-34.8,57.4,-2.84,-45.6,-38.3,59.6
28.3,35.9,22.7,51,-28.3,-35.9,46.6,65.3
41.6,-7.51,-878,879,-41.6,7.51,-389,391
44.2,-1.55,-89,99.3,-44.2,1.55,-139,145
45.6,5.46,-1040,1040,-45.6,-5.46,-1570,1570
-3.35,-43.3,84.6,95.1,3.35,43.3,36.8,56.9
1.4,16.5,-425,425,-1.4,-16.5,-17.5,24.1
33.3,7.58,427,429,-33.3,-7.58,93.1,99.1
22.7,-16.1,46.9,54.5,-22.7,16.1,-28.4,39.8
11,-37.1,-417,419,-11,37.1,-1030,1030
46.1,9.23,-79.9,92.6,-46.1,-9.23,-80.3,93
-36.1,15,7.87,39.8,36.1,-15,-37.3,54
26,28.8,371,373,-26,-28.8,1220,1220
-2.27,23.6,163,165,2.27,-23.6,2150,2150
-20.1,41.8,-326,329,20.1,-41.8,-184,190
-16.6,-30.5,250,253,16.6,30.5,1070,1070
24.4,-11.1,-741,742,-24.4,11.1,-361,362
-25,-31.5,240,243,25,31.5,78,87.8
34.4,23.9,82.9,92.9,-34.4,-23.9,181,186
7.73,25.2,835,836,-7.73,-25.2,81.6,85.8
42.2,14.2,24.2,50.7,-42.2,-14.2,30.4,54
13.7,2.35,-1.24,13.9,-13.7,-2.35,-314,314
29.5,-30.5,269,272,-29.5,30.5,133,140
-3.63,30.8,138,142,3.63,-30.8,1080,1080
18.2,-26.7,-47.2,57.2,-18.2,26.7,-287,289
10.1,-41.7,-107,115,-10.1,41.7,-49.4,65.4
0.422,-28.1,-17.7,33.2,-0.422,28.1,-199,201
32.4,5.15,-1910,1910,-32.4,-5.15,-445,447
-43.9,2.47,-1340,1340,43.9,-2.47,-644,646
23.7,5.36,1310,1310,-23.7,-5.36,106,109
36.9,20,-214,218,-36.9,-20,-456,458
-20.2,-25.8,-19.5,38.1,20.2,25.8,48.6,58.6
6.85,-32.6,63.4,71.6,-6.85,32.6,-8.46,34.4
-45.6,2.39,7.61,46.3,45.6,-2.39,-1.06,45.6
-4.95,36.2,90.6,97.7,4.95,-36.2,373,375
-22.3,24.8,240,243,22.3,-24.8,1270,1270
35.9,-3.93,111,116,-35.9,3.93,20.2,41.3
33.3,-15.1,-246,249,-33.3,15.1,-957,958
6.01,-35.5,285,287,-6.01,35.5,71.9,80.4
47.3,-8.75,679,681,-47.3,8.75,328,332
16.9,42.2,326,329,-16.9,-42.2,398,401
-20.1,-26.3,-140,144,20.1,26.3,-784,784
-27.1,0.761,-96,99.7,27.1,-0.761,-795,796
-9.94,-31.2,-781,782,9.94,31.2,-195,198
18.9,22.2,21.7,36.3,-18.9,-22.2,218,220
20.1,-33.4,28.9,48.5,-20.1,33.4,-14.3,41.5
19.7,-39.3,-36.9,57.4,-19.7,39.3,-73.1,85.3
-30.6,12.4,-262,264,30.6,-12.4,-44.2,55.2
-31.1,30.3,1170,1170,31.1,-30.3,479,481
19.6,30.8,20.7,42,-19.6,-30.8,-34.3,50.1
13,-25.1,127,130,-13,25.1,1050,1050
28,18.9,15.8,37.3,-28,-18.9,-49.7,60.1
19.6,40.9,105,114,-19.6,-40.9,101,111
17.4,-24.5,12.8,32.7,-17.4,24.5,-68.5,74.8
14,37,80.9,90.1,-14,-37,378,380
-15,-32.2,1570,1570,15,32.2,355,357
4.25,32.3,272,274,-4.25,-32.3,1710,1710
-32.1,-26.2,-170,175,32.1,26.2,-417,419
-20.6,10.6,-220,221,20.6,-10.6,-9.23,25
-11.2,39.9,-64.3,76.5,11.2,-39.9,-166,171
-4.12,-18.5,-1790,1790,4.12,18.5,-81.2,83.4
-7.94,-37.8,1310,1320,7.94,37.8,431,432
26.6,-31.4,-17,44.5,-26.6,31.4,9.38,42.2
-6.44,9.27,9.34,14.7,6.44,-9.27,-185,185
-15.2,-1.2,-477,477,15.2,1.2,-9.78,18.1
21.7,29.8,15.3,39.9,-21.7,-29.8,98.9,106
27.7,-19.4,198,201,-27.7,19.4,33.6,47.6
16,-12,1170,1170,-16,12,62.5,65.6
18.3,39.2,7.99,44,-18.3,-39.2,-18.5,47.1
-42,11,31.9,53.9,42,-11,-1.3,43.5
-29.8,22.2,-606,607,29.8,-22.2,-164,168
-13.3,-27.2,-34.1,45.6,13.3,27.2,-285,287
11.9,32.8,335,337,-11.9,-32.8,78.5,85.9
13,-40.4,20.6,47.2,-13,40.4,-17.9,46.1
36.5,7.74,57.8,68.8,-36.5,-7.74,-6.86,37.9
-5.11,-23.3,37.4,44.3,5.11,23.3,591,591
-37.6,-23.5,-72.9,85.3,37.6,23.5,-33.8,55.7
26.1,-23.8,52.7,63.4,-26.1,23.8,-12.5,37.5
9.44,41.6,-230,234,-9.44,-41.6,-429,431
-12,-13.7,-275,276,12,13.7,-4.65,18.8
-17.4,18.5,149,152,17.4,-18.5,2.07,25.5
11.8,-23.5,279,280,-11.8,23.5,20.2,33.2
-1.41,42.7,462,464,1.41,-42.7,231,235
21.9,-8.81,213,214,-21.9,8.81,2430,2430
2.9,-19.2,-30,35.7,-2.9,19.2,54.9,58.3
11,27.8,125,128,-11,-27.8,6.22,30.5
43.6,11.1,1.1,45,-43.6,-11.1,-18.8,48.8
40.8,-8.44,-307,309,-40.8,8.44,-984,984
-12.4,-34.3,-121,127,12.4,34.3,-43.7,56.9
1.91,22.9,-16.8,28.5,-1.91,-22.9,17.6,29
28.6,45.4,94.3,109,-28.6,-45.4,66.7,85.6
43.6,0.544,-92.9,103,-43.6,-0.544,-182,187
21.6,-0.722,-269,270,-21.6,0.722,-1560,1560
-29.4,-38,-322,326,29.4,38,-327,331
-6.15,42.5,236,240,6.15,-42.5,119,126
-14.1,-42.5,-10.3,46,14.1,42.5,8.44,45.6
-14.6,-5.88,-45.5,48.1,14.6,5.88,-1180,1180
18.3,4.63,-42.8,46.8,-18.3,-4.63,40.2,44.4
-31,-0.277,24.5,39.5,31,0.277,206,208
-8.22,-6.97,-13.4,17.2,8.22,6.97,-1040,1040
31.9,-10.5,98.4,104,-31.9,10.5,7.32,34.3
49,-1.68,439,442,-49,1.68,267,271
33.6,28,-402,404,-33.6,-28,-254,257
-37.4,-10.6,339,342,37.4,10.6,749,750
-8.29,11.4,960,960,8.29,-11.4,21.9,26
-13.9,42.8,-25.2,51.6,13.9,-42.8,-85.3,96.4
5.99,40.6,-619,621,-5.99,-40.6,-222,225
-37.8,6.21,16.5,41.7,37.8,-6.21,-35.1,52
-21.5,6.1,-1.02,22.4,21.5,-6.1,150,152
-23.1,10.8,-1670,1670,23.1,-10.8,-124,127
-4.39,24,51.8,57.2,4.39,-24,-27.8,36.9
44.6,-1.64,-293,296,-44.6,1.64,-585,587
-41.9,4.37,-41.7,59.3,41.9,-4.37,-80.6,91
-6.62,45.6,409,412,6.62,-45.6,330,333
0.184,-6.95,-3.6,7.83,-0.184,6.95,-971,971
-24.7,27.2,26.6,45.4,24.7,-27.2,-28.2,46.4
-5.63,27.7,78.9,83.8,5.63,-27.7,669,669
-37.8,-22.7,466,468,37.8,22.7,392,395
18.9,-5.63,-76.2,78.7,-18.9,5.63,-1460,1460
29.3,32.9,61.4,75.5,-29.3,-32.9,20,48.3
-7.87,-41.4,-19.2,46.3,7.87,41.4,-77.3,88.1
29.3,-2.07,-592,593,-29.3,2.07,-76.1,81.5
24.1,9.13,-770,771,-24.1,-9.13,-75.8,80.1
33,1.32,168,171,-33,-1.32,831,832
-22.8,-38.7,142,149,22.8,38.7,266,269
16.3,-18.1,427,428,-16.3,18.1,31.9,40.1
5.82,-24,-33.9,42,-5.82,24,43.4,50
14.8,28.4,-336,338,-14.8,-28.4,-53,61.9
16,-5.31,-1.29,16.9,-16,5.31,-249,250
-38.6,-12.1,-122,128,38.6,12.1,-34.9,53.5
-2.7,-4.29,-9.71,11,2.7,4.29,-3360,3360
-37.4,-22.8,-107,116,37.4,22.8,-61.1,75.1
36.7,-15.2,157,162,-36.7,15.2,44.8,59.9
-22.6,20.3,403,404,22.6,-20.3,57.9,65.4
45.4,5.97,-59,74.7,-45.4,-5.97,-64.5,79.1
18.7,-24.4,1440,1440,-18.7,24.4,211,213
3.76,9.7,-152,152,-3.76,-9.7,11.4,15.4
-6.06,-43.4,10.7,45.1,6.06,43.4,33.5,55.1
35.2,-25.9,29.4,52.7,-35.2,25.9,55.6,70.7
20.9,14.7,2040,2040,-20.9,-14.7,171,173
-46.7,5.84,611,613,46.7,-5.84,626,628
-25,40.3,-88.6,100,25,-40.3,-76.6,90.1
41.5,19.6,-522,524,-41.5,-19.6,-410,413
-22.9,-6.86,151,153,22.9,6.86,1650,1650
28.6,-13.4,102,107,-28.6,13.4,657,658
7.08,-45.4,21.6,50.7,-7.08,45.4,20.7,50.3
-31.7,28.4,-1170,1170,31.7,-28.4,-476,478
46.3,-3.07,53.4,70.8,-46.3,3.07,61.4,76.9
-8.79,-42.5,-214,218,8.79,42.5,-132,139
-9.87,1.78,-3.47,10.6,9.87,-1.78,-579,579
2.64,7.73,-8,11.4,-2.64,-7.73,-1240,1240
38.7,18.6,235,239,-38.7,-18.6,116,123
-16.8,-36.5,170,175,16.8,36.5,58.2,70.7
-40.1,7.58,-310,313,40.1,-7.58,-114,121
18.8,-31.1,29.1,46.5,-18.8,31.1,-31.9,48.3
-3.3,-40.5,53.9,67.5,3.3,40.5,18.9,44.8
15.2,1.58,-298,298,-15.2,-1.58,-2.33,15.5
0.497,37.8,423,425,-0.497,-37.8,1530,1530
-33.2,-29.4,375,378,33.2,29.4,675,676
20.1,36,-380,383,-20.1,-36,-169,174
28.4,18.4,181,184,-28.4,-18.4,843,844
25,25.6,77.8,85.7,-25,-25.6,305,307
20.4,-6.86,14.2,25.8,-20.4,6.86,-67.6,71
-41.7,-14.8,160,166,41.7,14.8,204,209
-41.2,17.3,356,359,41.2,-17.3,461,463
-42.4,17.2,-310,313,42.4,-17.2,-276,280
20.2,-0.312,67.6,70.5,-20.2,0.312,-24.7,31.9
-21.6,20.8,21.1,36.6,21.6,-20.8,213,215
7.38,-33.8,-840,841,-7.38,33.8,-177,180
-17.8,-19.6,47.8,54.7,17.8,19.6,-31.4,41.1
39.9,-15.7,261,265,-39.9,15.7,500,502
39.2,26.2,-30.2,56,-39.2,-26.2,7.84,47.8
7.63,36.4,-44.3,57.8,-7.63,-36.4,-193,196
35.2,15.7,9.17,39.6,-35.2,-15.7,-41.1,56.4
32.4,-9.47,74.3,81.6,-32.4,9.47,378,379
24.6,1.83,330,330,-24.6,-1.83,51.2,56.8
20,-13.6,111,113,-20,13.6,-8.89,25.7
-18.2,10,-31.9,38.1,18.2,-10,-580,580
30.5,-15.8,32.2,47.1,-30.5,15.8,147,151
27.2,-34.7,121,128,-27.2,34.7,71.6,84.1
25.4,30.5,109,116,-25.4,-30.5,31.7,50.8
24.5,39.2,278,282,-24.5,-39.2,218,223
18.3,-38.7,12.3,44.5,-18.3,38.7,49.4,65.3
7.13,-22,-24.8,33.9,-7.13,22,-404,405
-20,-40.9,28.1,53.5,20,40.9,16.3,48.3
2.27,4.78,4.91,7.22,-2.27,-4.78,-318,318
4.67,23.2,-168,169,-4.67,-23.2,-2190,2190
-19.6,35.3,-206,210,19.6,-35.3,-308,311
11.3,20.9,395,396,-11.3,-20.9,56.4,61.2
22.9,19.4,12.4,32.4,-22.9,-19.4,147,150
